cinammon,https://ppa.launchpadcontent.net/wasta-linux/cinnamon-tagged/ubuntu,jammy,jammy,desktop,aptly,
cinammon,https://ppa.launchpadcontent.net/wasta-linux/cinnamon-testing/ubuntu,jammy,kinetic,desktop,aptly,
discord,https://discord.com/api/download?platform=linux&format=deb,jammy,all,desktop,direct,,amd64
